fr,en,tr,de,es,title,speaker,duration,tags
"
											Je nous amène en fait à quelque chose,
											la dernière chose sur laquelle je travaille. Ce n'est pas ça.
											Il s'agit ici d'explorer la géométrie et le rythme des formes.
									","
											I'm actually leading up to something,
											the newest thing that I'm working on. This is not it.
											This is exploring geometry and the rhythm of shape.
									","
											Şimdi birşeye varacağım,
											Üzerinde çalıştığım en yeni şey. Bu değil.
											Bu geometriyi ve şekillerin ritmini keşfetmeyle ilgili.
									","
											Ich leite hier effektiv zu etwas über,
											der neuesten Nummer, an der ich arbeite. Das ist sie nicht.
											Es geht darum, Geometrie und den Rhythmus der Form zu erkunden.
									","
											Realmente se viene algo
											lo último en lo que estoy trabajando. No es esto.
											Esto es la exploración de la geometría y del ritmo de las formas.
									",Juggling as art ... and science,Michael Moschen,37:02,"MacArthur grant,dance,entertainment,math,music,physics,sports"
"
","
","
","
","
",Juggling as art ... and science,Michael Moschen,37:02,"MacArthur grant,dance,entertainment,math,music,physics,sports"
"
											(Applaudissements)
									","
											(Applause)
									","
											(Alkış)
									","
											(Applaus)
									","
											(Aplausos)
									",Juggling as art ... and science,Michael Moschen,37:02,"MacArthur grant,dance,entertainment,math,music,physics,sports"
"
","
","
","
","
",Juggling as art ... and science,Michael Moschen,37:02,"MacArthur grant,dance,entertainment,math,music,physics,sports"
"
											Bon, ce que je viens de faire, c'est de travailler avec les mathématiques,
											le diamètre et la circonférence.
											Parfois, ces numéros sont mathématiques dans la façon
											dont je regarde une forme et me dis : et si j'utilise ceci et ceci et cela ?
											Parfois, ce qui se passe dans ma vie affecte mon choix
											d'objets avec lesquels travailler.
									","
											Now, what I just did was I worked with the mathematics —
											the diameter and the circumference.
											Sometimes these pieces are mathematical, in that way
											that I look at a shape and say, what about if I use this and this and this.
											Sometimes what happens in life affects my choice
											of objects that I try to work with.
									","
											Şimdi, az önce yaptığım şey, matematikle çalışmaktı —
											çap ve çember.
											Bazen bu numaralar matematiksel, ve bu gözle
											bir şekle bakıyorum; Bunu, bunu, ve bunu kullanırsam ne olur.
											bazen hayatta olan bitenler, çalıştığım nesnelerle ilgili
											tercihlerimde etkili oluyor.
									","
											Was ich eben machte war, mit Mathematik zu arbeiten,
											dem Durchmesser und dem Umfang.
											Manchmal sind alle diese Dinge mathematisch, indem
											ich eine Form betrachte und sage, wie wärs, wenn ich dies und das und dies benutze.
											Manchmal beeinflusst, was in meinem Leben grad passiert, meine Wahl
											der Gegenstände, mit denen ich zu arbeiten versuche.
									","
											He trabajado con la matemática
											con el diámetro y la circunferencia.
											A veces mis exhibiciones son matemáticas en el sentido que
											observo una forma y digo: ""¿Y si usara esto, esto, y esto?""
											A veces lo que sucede en la vida condiciona mi elección
											de los objetos con los que trato de trabajar.
									",Juggling as art ... and science,Michael Moschen,37:02,"MacArthur grant,dance,entertainment,math,music,physics,sports"
"
","
","
","
","
",Juggling as art ... and science,Michael Moschen,37:02,"MacArthur grant,dance,entertainment,math,music,physics,sports"
"
											Le prochain numéro que je vais faire, qui est celui avec les cylindres,
											si vous voulez bien envoyer la bande-son,
											Cela a à voir avec les cylindres-cachets d'il y a environ 5000 ans
											qui étaient des pierres avec des motifs que l'on roulait sur de l'argile humide
											avec toutes sortes de motifs formidables. J'adore la céramique et tout ce qui y touche.
											C'est un mélange de cela, de leur beauté, de leur forme,
											et des histoires qu'ils représentaient
											ainsi que du fait qu'ils protégeaient un contenu.
									","
											The next piece that I'm going to do — which is the cylinders piece,
											if you want to get that up —
											it has to do with cylinder seals from about 5,000 years ago,
											which were stones with designs that were used to roll over wet clay
											with all sorts of great designs. I love ceramics and all of that.
											It's a combination of that, the beauty of that, the shape,
											and the stories that were involved in it,
											as well as the fact that they protected the contents.
									","
											Biraz sonraki numara — silindirler numarası,
											bunu kaldırmak isterseniz —
											5000 yıl öncesinin silindir mühürleriyle alakalı,
											bunlar ıslak sır üzerinde yuvarlanmak üzere tasarlanmışlardı
											her çeşit harika tasarımlar. Seramikleri çok severim.
											Bunun bileşimi, bunun güzelliği, şekli,
											ve buna dahil olmuş hikayeler,
											aynı zamanda içindekini korumuş olması.
									","
											Das nächste Stück, das ich vorführe, ist mit Zylinderstücken
											wenn Sie das mal hochfahren könnten.
											Es hängt mit 5'000 Jahre alten Zylindersiegeln zusammen,
											Steine mit Zeichen drauf, die über den nassen Lehm gerollt wurden
											mit verschiedensten grossartigen Zeichnungen. Ich liebe Keramik und all das.
											Es ist eine Kombination von dem, die Schönheit darin, die Form,
											Und die Geschichten, die sich darum ranken.
											so wie die Tatsache, dass sie den Inhalt beschützten.
									","
											El próximo es el número de los cilindros
											por si lo quieren hacer.
											Tiene que ver con sellos cilíndricos de cerca de 5 mil años
											piedras labradas que se hacían rodar sobre arcilla húmeda
											con todo tipo de grandes diseños. Me gusta la cerámica y todo eso.
											Es una combinación de cosas: su belleza, su forma,
											y las historias que evoca
											así como el hecho que protegen los contenidos.
									",Juggling as art ... and science,Michael Moschen,37:02,"MacArthur grant,dance,entertainment,math,music,physics,sports"
"
","
","
","
","
",Juggling as art ... and science,Michael Moschen,37:02,"MacArthur grant,dance,entertainment,math,music,physics,sports"
"
											La seconde influence dans ce numéro provient du recyclage
											et d’avoir vu un bac de recyclage pour boîtes de conserve
											et de voir toute la beauté de ce vide.
											Donc, si vous voulez bien démarrer la musique pour les cylindres.
									","
											The second influence on this piece came from recycling
											and looking into a tin can recycling bin
											and seeing all that beautiful emptiness.
											So, if you want to go with the music for cylinders.
									","
											Bu numara üzerindeki diğer etki de geri-dönüşümden geliyor
											teneke kutu geri dönüşüm çöpüne bakıp,
											tüm o güzel boş halleri görmek.
											Evet, lütfen silindirler müziğini başlatır mısınız?
									","
											Der zweite Einfluss zu dieser Nummer kam vom Recyceln
											und vom Betrachten einer Blechdose in einer Wertstofftonne
											und Erblicken all dieser wunderschönen Leere.
											Also, wenn Sie bitte die Musik für die Zylinder starten.
									","
											La segunda influencia de este número viene del reciclado
											de mirar una lata en el cubo de la basura
											de ver esa magnífica vacuidad de la lata.
											Si quieren pueden poner la música de los cilindros.
									",Juggling as art ... and science,Michael Moschen,37:02,"MacArthur grant,dance,entertainment,math,music,physics,sports"
"
","
","
","
","
",Juggling as art ... and science,Michael Moschen,37:02,"MacArthur grant,dance,entertainment,math,music,physics,sports"
"
											(Musique)
									","
											(Music)
									","
											(Müzik)
									","
											(Musik)
									","
											(Música)
									",Juggling as art ... and science,Michael Moschen,37:02,"MacArthur grant,dance,entertainment,math,music,physics,sports"
"
","
","
","
","
",Juggling as art ... and science,Michael Moschen,37:02,"MacArthur grant,dance,entertainment,math,music,physics,sports"
"
											(Applaudissements)
									","
											(Applause)
									","
											(Alkış)
									","
											(Applaus)
									","
											(Aplausos)
									",Juggling as art ... and science,Michael Moschen,37:02,"MacArthur grant,dance,entertainment,math,music,physics,sports"
"
","
","
","
","
",Juggling as art ... and science,Michael Moschen,37:02,"MacArthur grant,dance,entertainment,math,music,physics,sports"
"
											En parlant de géométrie et tout ça,
											si vous prenez un cercle et que vous le coupez en deux.
											Pouvez-vous lancer la musique pour les courbes en S ?
											Je vais juste en faire une version abrégée.
											Cercles coupés en deux et retournés, et mythologie.
									","
											Talking about geometry and everything,
											if you take the circle and you split it in half —
											can you run ""S-Curve music?""
											I'm going to do just a short version of it.
											Circles split in half and rotated, and mythology.
									","
											Geometriden falan bahsederken,
											bir çember alır ve ikiye bölerseniz —
											""S-curve müzik"" yapabilir misiniz?
											Sadece kısa bir uyarlamasını yapacağım.
											İkiye bölünmüş ve çevrilmiş çemberler, ve mitoloji.
									","
											Wenn Sie über Geometrie und so reden,
											wenn Sie den Kreis nehmen und ihn in zwei Teile trennen.
											Können Sie die S-Kurven-Musik laufen lassen?
											Ich werde eine Kurzversion davon zeigen.
											Kreise, halbiert, rotiert und Mythologie.
									","
											Hablando de geometría y esas cosas
											si toman el círculo y lo parten en dos...
											¿Pueden poner la música de la ""curva en S""?
											Voy a hacer apenas una versión breve.
											Círculos partidos al medio, rotados y la mitología.
									",Juggling as art ... and science,Michael Moschen,37:02,"MacArthur grant,dance,entertainment,math,music,physics,sports"
"
","
","
","
","
",Juggling as art ... and science,Michael Moschen,37:02,"MacArthur grant,dance,entertainment,math,music,physics,sports"
"
											(Musique)
									","
											(Music)
									","
											(Müzik)
									","
											(Musik)
									","
											(Música)
									",Juggling as art ... and science,Michael Moschen,37:02,"MacArthur grant,dance,entertainment,math,music,physics,sports"
"
","
","
","
","
",Juggling as art ... and science,Michael Moschen,37:02,"MacArthur grant,dance,entertainment,math,music,physics,sports"
"
											(Applaudissements)
									","
											(Applause)
									","
											(Alkışlar)
									","
											(Applaus)
									","
											(Aplausos)
									",Juggling as art ... and science,Michael Moschen,37:02,"MacArthur grant,dance,entertainment,math,music,physics,sports"
"
","
","
","
","
",Juggling as art ... and science,Michael Moschen,37:02,"MacArthur grant,dance,entertainment,math,music,physics,sports"
"
											Bref, ce numéro a aussi une sculpture cinétique au centre de la scène
											et je danse autour donc —
											deux minutes, juste pour finir ? Le dernier numéro sur lequel je travaille —
											Ce que j'aime, c'est que je ne sais jamais sur quoi je travaille, ni pourquoi je travaille dessus.
											Ce ne sont pas des idées, ce sont des instincts.
											Et la dernière chose sur laquelle je travaille —
									","
											Anyway, that piece also has a kinetic sculpture in the middle of it,
											and I dance around a small stage so —
											two minutes, just to end? The latest piece that I'm working on —
											what I love is that I never know what I'm working on, why I'm working on it.
											They're not ideas, they're instincts.
											And the latest thing that I'm working on —
									","
											Bu bölüm aynı zamanda ortasında kinetik bir heykel de içeriyor,
											küçük bir sahne etrafında dans ediyorum —
											bitirmeden önce iki dakika? Üzerinde çalıştığım son parça —
											hoşuma giden şey hiç bir zaman üzerinde çalıştığım şeyi bilmiyor olmam,
											veya neden onu üzerinde çalıştığımı... Bunlar fikirler değil, içgüdülerdir.
											Ve üzerinde çalıştığım son şey —
									","
											Wie auch immer. Bei dieser Nummer ist auch eine kinetische Skulptur in der Mitte
											und ich tanze so um eine kleine Bühne herum -
											zwei Minuten, bis zum Schluss? Die letzte Nummer, an der ich arbeite -
											was ich liebe ist, dass ich nie weiss, woran ich arbeite, warum ich daran arbeite.
											Es sind nicht Ideen. Es ist Instinkt.
											Und die neuste Nummer, an der ich arbeite -
									","
											Este número tiene también una escultura cinética en el medio:
											y bailo en un pequeño escenario...
											¿Dos minutos para terminar? El último número en que estoy trabajando
											me gusta no saber nunca qué es o por qué estoy trabajando en algo.
											No son ideas, son instintos.
											Y lo último en lo que estoy trabajando...
									",Juggling as art ... and science,Michael Moschen,37:02,"MacArthur grant,dance,entertainment,math,music,physics,sports"
"
","
","
","
","
",Juggling as art ... and science,Michael Moschen,37:02,"MacArthur grant,dance,entertainment,math,music,physics,sports"
"
											(Bruits métalliques)
									","
											(Clattering) —
									","
											(hışırtı)
									","
											(Geklapper)
									","
											(Ruidos)
									",Juggling as art ... and science,Michael Moschen,37:02,"MacArthur grant,dance,entertainment,math,music,physics,sports"
"
","
","
","
","
",Juggling as art ... and science,Michael Moschen,37:02,"MacArthur grant,dance,entertainment,math,music,physics,sports"
"
											est quelque chose de vraiment - je ne sais pas encore ce que c'est.
											Et c'est une bonne chose. J'aime bien ne pas savoir aussi longtemps que possible.
											Parce qu'alors ça m’apprend une vérité
											au lieu que ce soit moi qui impose la vérité.
											Et donc, c'est un travail avec l'espace positif et négatif
											mais aussi avec ces courbes.
											Et ce que ça implique,
											et je ne sais pas si mes mains sont trop crevées pour y arriver,
											mais je vais en faire un petit morceau.
									","
											is something really — I don't know what it is yet.
											And that's good. I like not to know for as long as possible.
											Well, because then it tells me the truth,
											instead of me imposing the truth.
											And what it is, is working with both positive and negative space
											but also with these curves.
											And what it involves,
											and I don't know if my hands are too beaten up to do it or not,
											but I'll do a little bit of it.
									","
											gerçekten — aslında ne olduğunu henüz bilmiyorum.
											Bu iyi birşey. Olabildiğince uzun bir süre bilmemeyi seviyorum.
											çünkü böylece bana gerçeği söylüyor,
											benim gerçeği dayatmam yerine.
											hem pozitif ve hem negatif alanla çalışmayla ilgili
											ama aynı zamanda bu eğrilerle.
											ve içerdiği,
											tabi bilemiyorum ellerim bunu yapmak için çok yorgun mu,
											ama biraz deneyeceğim.
									","
											Ist ewas wirklich - ich weiss noch nicht, was es ist.
											Und das ist gut. Ich mag es, so lang wie möglich nicht zu wissen.
											Weil es mir dann die Wahrheit sagt,
											anstatt dass ich mir die Wahrheit zurechtbiege.
											Und was es ist, ist, mit positivem und negativem Raum zu arbeiten
											aber auch mit diesen Kurven.
											Und was einbezogen wird,
											und ich weiss nicht, ob meine Hände zu müde sind, um es tun zu können oder nicht,
											aber ich werde etwas davon zeigen.
									","
											de verdad es algo... todavía no sé qué es.
											Y eso es bueno. Me gusta ignorarlo tanto como sea posible.
											Así es número quien me dice la verdad
											en vez de ser yo quien la imponga.
											Se trata de trabajar con el espacio sea éste positivo o negativo
											pero también con estas curvas.
											Lo que conlleva...
											no sé si mis manos están muy curtidas o no
											pero haré una pequeña muestra.
									",Juggling as art ... and science,Michael Moschen,37:02,"MacArthur grant,dance,entertainment,math,music,physics,sports"
"
","
","
","
","
",Juggling as art ... and science,Michael Moschen,37:02,"MacArthur grant,dance,entertainment,math,music,physics,sports"
"
											Au départ j'ai commencé par empiler ces choses,
											tout un paquet, et puis par jouer avec la sensation d'espace,
											de remplissage de l'espace. Et puis ça a commencé à changer,
											et à se replier sur soi-même.
											Et puis à changer de niveau.
											Parce que ce que j'essaie de faire, c'est de fabriquer des instruments visuels,
											pas seulement de faire - je vais essayer autre chose -
											c'est de travailler en trois dimensions, avec votre perception de l'espace et du temps.
											Bon, je ne sais pas exactement où cela va me mener
											mais je consacre pas mal d'efforts à cette affaire.
											Et cela va évoluer à mesure que j'y passe du temps.
											Mais j'aime vraiment beaucoup, ça me plait.
											Ce n'est peut-être pas la bonne forme, et j'ai — regardez cette forme,
											et puis je vais vous montrer la première forme que j'avais envisagée
											juste pour voir, juste pour jouer,
											parce que j'aime jouer avec toutes sortes de choses.
											Voyons.
											Pour travailler avec le positif et le négatif d'une façon différente.
											Et pour changer, et changer.
									","
											It initially started off with me stacking these things,
											bunches of them, and then playing with the sense of space,
											of filling in the space. And then it started changing,
											and become folding on themselves.
											And then changing levels.
											Because my attempt is to make visual instruments,
											not to just make — I'll try one other thing.
											For work in three dimensions, with your perceptions of space and time.
											Now, I don't know exactly where it's going,
											but I've got a bit of effort involved in this thing.
											And it's going to change as I go through it.
											But I really like it, it feels right.
											This may not be the right shape, and — look at this shape,
											and then I'll show you the first design I ever put to it,
											just to see, just to play,
											because I love all different kinds of things to play with.
											Let's see here.
											To work with the positive and negative in a different way.
											And to change, and to change.
									","
											herşey bunları önce istiflerken başladı,
											bunlardan bir yığın, ve alan duygusu ile oynarken,
											alanın için doldurma ile. ve sonra değişmeye başladı.
											ve kendi içlerinde katlanmaya başladılar.
											Ve sonra seviye değiştirmeye.
											Çünkü ben görsel araçlar yapmayı deniyorum,
											aslında sadece yapmak değil — şimdi başka birşey deneyeceğim.
											Üç boyutlu çalışma için, sizin alan ve zaman algınızı kullanarak.
											Şimdi, bunun tam olarak nereye gittiğini bilmiyorum,
											ama bunlarla ilgili bir parça emek harcıyorum.
											ve ilerledikçe değişecek.
											Gerçekten seviyorum, doğru hissettiriyor.
											Doğru şekil olmayabilir, ve — şu şekle bir bakın,
											ve size ilk tasarımı da göstereyim,
											sadece görmek için, oynamak için
											çünkü oynamak için her çeşit şeyi seviyorum.
											Şimdi şuna bir bakın.
											Başka bir şekilde pozitif ve negatif ile çalışmak.
											Ve değiştirmek, ve değiştirmek.
									","
											Es fing damit an, dass ich diese Dinge stapelte,
											eine Menge davon, und dann mit dem Gefühl von Raum spielte
											diesen Raum füllte. Und dann begann es sich zu verändern.
											und legte sich in sich selber zusammen.
											Und dann wechselnde Niveaus.
											Weil mein Versuch, visuelle Instrumente zu bilden,
											nicht nur bilden - Ich versuche noch eine weitere Nummer.
											Um in drei Dimensionen zu arbeiten, mit Ihrer Wahrnehmung von Raum und Zeit.
											Ich weiss noch nicht genau, wo das hinführt
											aber ich habe recht viel Aufwand in diese Sache gesteckt.
											Und es wird sich verändern, während ich das durchführe.
											Aber ich mags wirklich, es fühlt sich richtig an.
											Es ist vielleicht nicht die richtige Form, aber ich schaue mir diese Form an
											und dann zeige ich Ihnen das erste Design, mit dem ich ranging
											einfach um zu sehen, einfach um zu spielen,
											weil ich es liebe, mit all den verschiedensten Dingen zu spielen.
											Lassen Sie uns mal hier sehen.
											Um mit dem Negativ und Postitiv auf andere Weise zu arbeiten.
											und zu verändern, und zu verändern.
									","
											Al principio comienzo apilando estas cosas
											muchas cosas y después juego con el sentido del espacio
											de relleno del espacio. Y luego empieza a cambiar
											y se va plegando sobre sí mismo.
											Y después cambian los niveles.
											Porque mi intención es hacer instrumentos visuales
											no sólo hacer... probaré otra cosa.
											Trabajar en tres dimensiones con las percepciones del espacio y del tiempo.
											Todavía no sé exactamente adónde apunta
											pero estoy invirtiendo esfuerzo en esto.
											Y va a ir cambiando a medida que lo vaya trabajando.
											Pero en verdad me gusta, siento que está bien.
											Podría no ser la forma correcta. Miren esta forma
											y después les muestro el primer diseño que hice
											sólo para ver, para jugar,
											porque me gusta jugar con todas estas cosas distintas.
											Veamos esto.
											Trabajar con el positivo y el negativo de manera diferente.
											Y cambiar y cambiar.
									",Juggling as art ... and science,Michael Moschen,37:02,"MacArthur grant,dance,entertainment,math,music,physics,sports"
"
","
","
","
","
",Juggling as art ... and science,Michael Moschen,37:02,"MacArthur grant,dance,entertainment,math,music,physics,sports"
"
											Donc ceci est ma nouvelle orientation, pour explorer le rythme et l'espace.
											Nous verrons ce que j'arrive à trouver. Merci de m'avoir invité.
									","
											So, I'm off in my new direction with this to explore rhythm and space.
											We'll see what I come up with. Thanks for having me.
									","
											Ritim ve alan keşfetmek için bu benim yeni yolum.
											Bakalım nereye varacağım. Beni izlediğiniz için teşekkür ederim.
									","
											Damit bin ich auf dem Weg in eine neue Richtung, um Rhyhtmus und Raum zu erforschen.
											Wir werden sehen, was mir dazu einfällt. Danke, dass ich hiersein durfte.
									","
											Así que parto con esto en un nuevo viaje a explorar el ritmo y el espacio.
											Veremos con qué me encuentro. Gracias por invitarme.
									",Juggling as art ... and science,Michael Moschen,37:02,"MacArthur grant,dance,entertainment,math,music,physics,sports"
"
","
","
","
","
",Juggling as art ... and science,Michael Moschen,37:02,"MacArthur grant,dance,entertainment,math,music,physics,sports"
"
											(Applaudissements)
									","
											(Applause)
									","
											(Alkış)
									","
											(Applaus)
									","
											(Aplausos)
									",Juggling as art ... and science,Michael Moschen,37:02,"MacArthur grant,dance,entertainment,math,music,physics,sports"
"
","
","
","
","
",Juggling as art ... and science,Michael Moschen,37:02,"MacArthur grant,dance,entertainment,math,music,physics,sports"
